020215821,747799191
020115320,00033433
020097467,00017050
020189381,00049263
020186923,00061671
020148952,00049825
020324083,52511394
020198562,56640163
020315236,00098980
020256438,20562598
020147543,276398761
020180169,00049834
020311565,00246443
020178273,08667822
020134727,664732335
020187169,39764656
020080803,41219528
020143217,00033460
020112191,00033461
020054237,00033462
020274910,13943479
020221653,00426680
020136156,51266234
020253786,00082620
020216344,747799229
020056556,11289278
020256885,29754047
020088108,00014208
020200411,00066245
020085211,00918216
020189830,54009975
020123754,21086926
020230653,12665551
020148098,00049874
020322381,316900051
020316012,00066261
020200820,00066262
020142859,56640216
020084213,182728304
020163992,00054735
020049481,32932572
020002752,00000734
020001730,00000735
020251082,00066277
020037265,26854118
020036022,37110503
020036655,00008316
020001925,00000749
020001882,00000750
020142941,00049903
020256043,757934888
020237599,00492274
020208619,00803571
020198447,00148212
020182988,85814057
020020713,53052152
020055563,32948985
020000786,00000763
020054337,00033533
020001980,00000766
020277997,00410369
020002009,00000770
020261168,277218053
020256183,757934892
020002252,00000778
020240866,32228107
020291800,09945868
020134459,21365519
020003391,00000785
020138224,00030169
020251651,52806424
020108837,00394010
020183282,300450588
020316428,55771933
020284321,31353648
020285107,45122341
020222038,00049959
020272055,06128425
020066126,00017196
020263055,08700717
020315979,00099122
020091459,00983859
020010041,00983861
020004511,271811382
020127365,00483465
020253742,180765499
020116293,00033596
020154382,00052021
020134778,651313985
020134627,651313988
020094135,195707717
020132274,647906118
020007398,11797321
020112995,00033610
020040251,41527893
020066152,00017231
020302528,227574609
020025688,14369618
020009249,53019475
020042500,17335125
020266500,00073134
020175753,04533050
020251299,00082782
020206393,00071141
020250805,00086898
020097923,00017250
020002498,00000867
020003700,226280292
020214478,00164710
020200465,31596689
020116671,00033640
020039222,03736426
020020780,02032494
020183335,300450671
020049633,32932720
020167037,38208369
020002506,28164979
020135774,10699636
020047316,42861436
020321861,52183933
020113207,00033663
020175179,04533056
020088077,00066434
020311859,01737603
020030811,33153174
020118704,00443271
020217796,00295817
020087690,49726346
020193068,301351819
020156857,10484061
020277399,00983951
020299393,31753104
020036396,60785554
020307850,11682707
020038072,27886484
020140916,00049305
020183437,300450712
020032128,00017305
020201448,00066461
020299679,31753119
020262025,00087536
020139580,48956327
020299729,31753128
020087311,01049513
020001508,00000938
020002964,00000940
020220137,747799469
020220183,747799471
020031547,27757384
020220235,747799474
020002993,00000948
020053694,01688501
020140862,00099255
020224471,62118197
020134945,00045859
020239409,65520570
020273292,00918460
020125320,00476095
020228941,00771012
020263706,42980854
020240923,32228296
020112612,06734793
020055803,03053047
020097253,00328652
020000990,09110478
020015058,00002893
020111639,01721296
020003233,00000977
020176548,31436581
020105621,00030201
020032226,00017369
020003308,00000987
020003343,00000989
020170802,21119966
020143720,00050143
020093646,41960416
020046459,09389026
020005203,00017385
020067501,00017387
020319994,317483858
020114148,00426990
020264986,44914173
020247049,00066549
020321829,03621878
020076606,09197055
020157913,49906685
020003511,00001023
020293145,00066560
020034258,49529857
020150071,00050178
020174899,26215428
020055724,09197057
020227242,07013390
020003619,00001041
020003647,00001042
020130673,05248515
020223195,00050197
020007826,24232988
020247971,00066589
020102427,184942218
020193176,301351975
020123703,18891822
020275319,53462063
020068927,49001992
020113750,01410101
020322466,16815625
020297028,05850169
020003907,00001085
020047411,42730558
020101135,31376448
020289584,01180737
020082356,49529925
020184411,00689222
020318070,00066631
020145557,28247113
020069981,06751307
020013493,00050253
020252589,00066638
020317712,00099408
020180664,00671928
020275363,01197138
020117211,00033877
020010326,00033878
020188295,00065721
020202362,00040747
020066186,00050265
020213376,00069855
020088296,00292367
020065114,11469917
020038211,17040478
020065537,11519072
020173297,03507301
020004059,00001126
020036678,00008380
020004143,00001133
020055406,08928755
020023195,458769520
020235365,341591154
020254566,00083059
020285916,00228084
020235423,341591159
020235455,341591160
020024561,639954918
020130004,15680635
020004448,00001153
020004339,00001154
020235628,341591171
020202344,00066692
020177134,00443525
020184052,34751622
020259668,00132232
020134962,00525450
020223701,00050315
020318372,31802508
020234760,341591183
020294558,00083088
020058761,09176211
020034683,08389781
020087956,10945687
020149467,00033947
020175276,03962478
020087264,00017567
020046580,48415904
020283453,31179940
020067407,00017573
020278096,02852006
020203929,43812007
020314406,00099502
020267078,12977327
020250295,42910896
020280169,123798705
020028142,289277106
020058174,559049587
020317251,01491145
020178913,00033976
020181116,00132281
020202447,00066747
020176281,00497050
020007361,00001215
020054634,07947456
020149484,00050369
020149516,00050370
020059128,13796548
020255399,03294406
020201077,33146057
020001917,09110730
020145870,47219916
020254739,00083149
020164652,245597391
020179978,00669219
020308888,26576085
020202877,00066776
020007285,00001243
020205977,00607452
020311640,47224357
020292214,01311970
020095655,00019323
020209321,16123108
020227780,00378089
020067465,00017642
020252085,00083179
020209199,33146092
020066367,00050413
020208843,747798739
020040577,02819319
020114398,228374468
020049791,09159933
020150631,00557269
020160188,316327168
020255693,757744897
020021724,51447042
020049176,13157636
020040016,03474694
020234676,10274055
020072899,27067658
020021423,52794917
020049415,181142798
020060666,00013869
020322241,00098520
020015881,03884307
020252186,00083221
020160416,00115992
020015919,313607449
020179255,00034074
020302811,43615515
020040541,27919645
020205028,52823327
020002953,00001316
020314986,00099621
020186392,00132390
020005250,00017704
020260453,310379817
020135911,00527239
020098964,50169133
020133479,41977137
020008939,00001330
020171050,46858462
020038565,31409462
020196686,00050490
020005364,00001339
020005334,00001340
020151572,00558398
020164159,26400309
020233645,16745792
020174268,33817923
020241647,00525638
020151162,00050504
020269154,00214346
020085061,00687457
020090058,12371280
020145892,28247379
020005572,00001364
020005603,00001365
020193574,00066904
020075046,31606105
020245882,00188645
020172166,05883233
020078732,11045556
020002265,09110883
020010418,00034149
020203519,00066919
020274280,46683708
020279206,13665644
020039256,09323886
020023063,34112879
020165458,55625073
020070274,03114355
020175379,41469300
020205419,10913147
020072976,30393726
020003876,237325205
020005801,00001408
020080408,35192265
020306985,00083331
020008393,00001415
020039254,57066889
020005115,50441111
020243582,00185922
020255824,52937314
020038752,09153433
020075403,49497502
020264393,01115551
020103034,44058016
020188557,00065776
020139555,00099747
020139597,00099752
020087580,00017833
020315884,00099756
020178471,32897620
020184142,301680051
020179717,00034228
020184191,301680053
020135909,271812023
020315993,00099768
020123310,52282812
020145995,28247488
020241516,00083394
020175845,12830147
020149919,00034244
020240822,62883269
020287296,00076705
020191535,03294664
020146042,28247499
020067712,00017869
020059127,00177741
020088745,39779924
020224738,00073976
020227799,77202898
020039525,27903444
020261268,276301273
020286263,08406490
020264137,00089591
,00001500
020052316,12043741
020239522,00181727
020152627,00034272
020279834,42817104
020074970,10896866
020152652,00034275
020113915,00034277
020145338,00050663
020040878,27919851
020079364,00060328
020040926,27919858
020151833,00050675
020236497,19482100
,02786806
020057662,32966136
020040969,27919865
020289491,00229631
020197382,00050684
020015922,41649661
020124459,00267861
020117916,00034304
020112079,00084907
020244330,28280325
020134482,54822407
020207930,00232364
020087813,00017932
020068567,00017935
020173568,23026715
020239983,760088081
020006523,00001554
020006652,00001555
020006684,00001556
020006714,00001558
020006775,00001560
020006555,00001561
020095825,44612527
020240139,760088092
020006898,00001565
020068752,00017950
020036115,00116255
020241793,00083489
020174281,00034339
020312706,00098566
020155536,55592486
020069669,01033767
020204444,00067113
020172985,54838829
020216508,00280112
020292180,00230964
020255001,00067125
020105672,09225785
020068612,00017979
020012363,13092413
020167660,30541378
020244380,28280388
020137313,11519557
020184238,301680199
020010458,00001608
020068015,00017995
020073076,30393932
020006202,254527053
020001910,45205071
020131882,122291796
020244427,28280405
020123960,00042608
020190920,05654107
020265343,141379164
020221498,00076730
020225673,00358881
020145800,00050788
020148192,182722833
020089345,00297916
020173112,11126378
020119132,313476718
020146187,28247663
020114328,00034419
020030200,00099956
020098358,52381306
020060712,32984000
020121977,00039946
020184292,301680260
020244478,28280453
020040309,12555884
020079355,300205707
020068360,00018060
020032839,00018061
020126929,07063182
020087366,40074121
020150698,00034448
020177205,54314641
020145883,00050834
020212101,747798959
020079403,300205719
020179422,213436056
020003325,195659418
020035081,44228890
020303067,00280222
020244523,28280479
020020874,02033313
020166058,04802210
020087651,40158885
020055289,00034470
020108397,52397737
020035028,20170411
020090632,09209520
020007214,00001714
020184218,02655923
020036210,00116404
020097394,00329398
020238258,759858871
020007338,00001724
020255742,757745342
020317242,00100035
020200260,00149192
020002035,33933001
020228330,33221810
020013761,00050893
020290898,190858959
020284868,190858960
020290927,190858961
020007898,00001746
020250440,682901795
020239683,00181972
,00591573
020194769,13797078
020297047,02574041
020212774,13010655
020250088,00067296
020306816,681707233
020063672,00198370
020203529,09835505
020296069,00083686
020142570,00048021
020205118,00067305
020183330,747796670
020205149,00067307
020040808,06663122
020037172,13600496
020040089,33841448
020007206,08832754
020218734,09370794
020193090,13666037
020151320,00034550
020014583,13158135
020070351,317753080
020195138,13797113
020250263,00067322
020204935,00067323
020003135,195659518
020107392,00019413
020321858,00100096
020128358,09258755
020065739,22382343
020187243,54528983
020169110,29148941
020039616,27903759
020095772,00526096
020195043,00067345
020071352,00755476
020226814,00050965
020014978,00003033
020245419,00050968
020056085,32950045
020146254,00050974
020233603,42714911
020319395,31606561
020213039,13010725
020220986,668239656
020200361,00149289
020195906,00050987
020030301,00100142
020244583,13424264
020200462,00149299
020038084,28100404
020038852,32114485
020317955,00100150
020078960,01673017
020103713,00362301
020318063,00100159
020111083,00083776
020019994,02430603
020120347,46319429
020102276,32589638
020020077,54449804
020005056,226166602
020038225,28100429
020115329,00034638
020143199,49874767
020035156,10749777
020009071,00051029
020225985,10798934
020089064,21432153
020281013,302319450
020221888,60360539
020198529,00051036
020242273,00395101
020135089,27903839
020114411,18384736
020317805,26052449
020209517,08472418
020125568,12912488
020185257,276515125
020292823,00231278
020181196,64587632
020248588,09393811
020205816,00067444
020154784,00034677
020146665,00034679
020264475,00788344
020304005,13442786
020281087,262422847
020008726,00001922
020147881,277051083
020014261,640005783
020323967,49416077
020014504,00001935
020047716,32432269
020056027,11159442
020130923,04638611
020288145,48662420
020137279,31934357
020213733,00819894
020008949,00001943
020003171,22005656
020093888,00024615
020068802,00018331
020042578,43534236
020039705,27903901
020181179,56395679
020151757,00051107
020094749,181862726
020125621,12912550
020140837,00100263
020320422,41404333
020114757,09242543
020197114,33114033
020281256,28100531
020134709,496306101
020205989,00067510
020118762,49226057
020290570,190842808
020033974,04507577
020268272,42981023
020183787,00916615
020192818,00063897
020040601,12584900
020324130,317867974
020055167,61687751
020266230,00088294
020285514,213223373
020226123,04966350
020176581,00444369
020227577,00374435
020052528,10815445
020038483,61097943
020237892,01984472
020010774,00002249
020115659,00034782
020102196,49727455
020255500,754665441
020135151,00526306
020051929,262719462
020087503,00876881
020099052,00027644
020067456,00051178
020197415,33114091
020004124,09111532
020090519,00303442
020251080,00067566
020224713,33212399
020252082,01054376
020119466,00034802
020318932,02197492
020308111,174131189
020207108,25331702
020035371,10483369
020318874,00100344
020200409,70158330
020267728,13010939
020246221,00575484
020069629,00018430
020175318,42665983
020163357,28002307
020155227,00034821
020076638,01034247
020037475,56325804
020123412,28117002
020054839,01455636
020077423,33038680
020068857,00018450
020308573,01067029
020241470,00985110
020009515,00002075
020035537,00007707
020323586,00100386
020033084,00018469
020228193,00051239
020153743,51922985
020009700,00002093
020079341,30417245
020010237,00346160
020295107,191449138
020058229,19166899
020260591,09619510
020069675,00018487
020282029,09426989
,00985145
020067470,30623802
020171196,00624703
020049236,02721856
020152436,00034882
020251639,00067651
020263684,30640198
020014145,29952073
020153927,00051281
020251738,00067667
020324178,317868116
020294883,06981718
020274055,13830233
020104792,00030394
020210152,16730206
020050445,312683536
020053375,04982884
020103081,00018533
020210215,09357419
020246532,32589932
020020238,00002742
020079406,07424111
020120954,51625800
020121009,51742833
020079077,00247923
020161512,00116852
020049767,267044981
020100422,00344425
020310028,31770745
020041293,50251898
020089972,00301224
020010241,00002172
020296796,00084093
020068938,00018558
020201557,44927104
020296845,00084098
020089661,00018563
020230207,196298886
020305933,01425772
020322080,11045002
020287357,14944395
020319313,00100492
020040168,262719630
020210265,09357455
020010441,00002196
020074057,00231576
020293551,00231586
020023757,15630705
020206913,00067753
020015053,00002218
020007732,23464107
020056152,00034988
020046820,02656429
020247876,00056267
020183489,00034996
020299057,00067765
020005274,09111735
020147570,00051386
020259165,694880445
020299982,00236304
020059642,45500609
020070441,426150083
020091143,01018053
020279938,00224289
020156434,48449737
020250258,49891530
020265171,28385655
020010790,00002252
020258135,20056269
020095408,21563602
020070052,00755923
020122716,20170967
020010940,00002266
020042684,00133339
020167637,02164961
020233319,19177852
020322706,00477419
020011074,00002286
020011101,00002287
020055809,09488627
020107206,456657140
020186754,00698945
020305920,196249847
020069292,00018682
020178769,31754491
020196977,00067840
020030917,312625410
020220074,00313605
020021016,00003116
020028096,289261838
020269344,00215311
020003207,15583505
020186530,00133394
020089291,40651027
020159622,00575771
020134141,32098588
020195617,47925533
020206951,00067875
020199810,00051493
020210202,50252071
020070938,00018729
020088794,39782699
020197639,00051503
020201279,00149813
020239971,50022714
020056210,48810299
020233906,00444733
020004696,137222779
020162857,00919876
020201865,83872069
020316949,00251617
020076117,01024396
020324484,02492746
020187677,00065514
020163383,30521344
020104441,00018767
020320320,00100689
020279882,34067888
020011575,154798420
020288090,262883669
020035001,52038255
020034291,55511392
020033369,27855201
020076094,30411106
020007304,10340709
020189837,31918438
020011928,00002407
020201346,00149864
020090411,10373481
020320530,00100714
020074570,07309675
020106703,213731693
020041733,00448232
020127571,53315956
020070333,55495029
020181100,64588150
020197498,00067960
020323211,61491578
020043302,00346491
020294033,00231813
020189950,00062821
020162805,00313737
020017697,00002446
020183988,09324945
020216172,00166290
020183483,300452243
020153324,00051605
020244068,00084376
020037770,19941786
020147227,50427631
020316899,23710110
020042338,28445087
020011967,00002465
020172918,00887202
020060210,32983459
020177698,00035237
020225702,18756608
020040318,02692849
020248402,00051624
020050801,13240746
020070347,05507499
020184246,00117164
020206971,32115118
020053558,05513629
020195564,53709235
020028793,00005876
020221810,654477755
020115977,00035264
020147185,00035265
020320943,00100803
020152578,02029302
020297024,31607238
020242114,27904457
020154772,00051659
020079978,300288461
020068203,00051663
020089193,62802387
020287531,08538580
020186533,13126102
020185059,41670393
020080024,300288481
020139755,42027490
020184287,00035299
020135274,27904484
020255962,00068069
020204984,52546022
020107007,00797777
020076921,42682856
020046470,13027817
020115998,00035309
020312943,60492270
020142039,00100847
020120414,00035313
020263695,00920051
020085445,00023506
020245115,54217205
020281166,01051126
020054883,13601274
020035610,232920831
020114727,00428540
020229706,00051710
020289920,08950625
020122833,27937282
020055044,00985603
020053325,48957956
020212052,747798956
020139876,56014594
020014426,52898904
020027997,01002004
020178180,29428245
020157861,36407831
020274567,11569688
020148017,277056025
020291751,32162223
020161834,00117280
020209243,49760801
020055680,09194018
020025564,30665819
020068343,00051748
020262051,00143570
020116053,00035369
020048037,31307527
020135438,00526896
020223220,01722929
020012690,00002610
020153683,00051764
020142229,00100919
020272065,61229624
020312920,00248377
020003804,08866362
020318139,00066646
020007310,09112128
020270449,20318785
020028869,00005899
020183554,12829110
020106346,00379463
020012961,00002632
020122483,28052041
020226334,00172471
020172103,00674381
020225694,32197198
020261509,28363344
020200320,22274488
020122519,20613717
020219291,12749399
020263315,00087823
020124558,03050076
020221593,00046172
020019426,00002655
020020371,00002656
020259945,00068193
020019454,00002659
020073774,30509668
020015820,00003174
020013140,00002662
020317515,46872337
020003827,46942824
020039983,27904617
020135341,28166763
020153266,00559725
020099546,30509679
020020609,00002672
020019579,00002673
020013781,00002674
020020640,00002675
020013172,00002676
020219634,33196661
020128977,00494198
020297476,00084580
020321813,00100985
020169830,315968122
020007700,09112189
020209363,00240283
020198820,00068224
020196001,00179547
020254065,00068230
020212378,747798977
,00035464
020035310,00510605
020287258,00093293
020054260,190778001
020013314,00002708
020177064,29931289
020007939,09112216
020202885,17069729
020313009,00248476
020070919,00019101
020177096,00658078
020068516,00051871
020249875,00051872
020123236,03525284
020036121,11455144
020277480,41211528
020271990,00903852
020135582,00527021
020076847,30411438
020014201,00002736
020021039,00002737
020013577,00002738
020020175,00002739
020021111,00002740
020020201,00002741
020092942,00314038
020182450,00101047
020322648,61396767
020303158,313658044
020283701,01247933
020182940,00133822
020184791,38210239
020120380,00037771
020002758,47658785
020269602,00215755
020220542,747801292
020220591,747801297
020013841,00002771
020170857,16747220
020194758,11635414
020208043,21343142
020162650,00740058
020183791,27364061
020029140,20974304
020262849,25152225
020294619,00232163
020297695,00084710
020071035,00019180
020250169,00051953
020019154,00002803
020014889,58919669
020146123,44501752
020174575,00641785
020019243,00002810
020256570,757943035
020256618,757943036
020189464,00707325
020256666,757943038
020309061,60705535
020021223,00002817
020054795,00008662
020003220,11815686
020196603,301735203
020239306,00166666
020085370,00016855
020019410,00002828
020019442,00002829
020148663,00051982
020083456,315919120
020058376,32967442
020216839,00166676
020279592,50072341
020270380,263146265
020234597,52710170
020014194,00002844
020255714,00084765
020148719,00052000
020148751,00052001
020316084,233972753
020066637,34589477
020127865,233638701
020304477,47860529
020288500,224463666
020297958,02558773
020014932,00002870
020070293,00019258
020208820,00068424
020004047,02968716
020135084,636095306
020086993,50072395
020183944,09309004
020068696,00052045
020267794,48466766
020303591,00081931
020088464,00284225
020114028,13830995
020188866,16084110
020289439,42915641
020104498,00019288
020106448,00379737
020270005,263146330
020257837,00084827
020014587,00002909
020060398,00011008
020060382,61197152
020052866,288934755
020220174,00314212
020276434,13524925
020162278,00117905
020084771,236096367
020229642,00396145
020229687,00396147
020229740,00396148
020054493,07835919
020229788,00396150
020229837,00396153
020087427,18402171
020115202,03050364
020148042,277056382
020007418,00002945
020323229,09473040
020032959,48761731
020106745,00019333
020023393,00002950
020264194,50695047
020157644,00111939
020078627,00568471
020308766,01424023
020238140,00428945
020232591,00936851
020225962,00360717
020117740,11996053
020149505,00052119
020020017,02395033
020241141,62507930
020173956,166382495
020148102,277056421
020111681,35785638
020294921,00232359
020121294,30624681
020023605,00002986
020022396,00002987
020023955,00002988
020124801,03050413
020197955,29379503
020185816,13093813
020209066,00805814
020300254,00096073
020087940,00023559
020250030,757730235
020241275,00183228
020015356,00003008
020092087,39029697
020198617,747797912
020124840,233540548
020313359,00248773
020010082,297798598
020007512,00003017
020323005,00101325
020185003,301796307
020125285,03787733
020182976,11897815
020275423,53939161
020148136,277056477
020015417,50990046
020200109,00068578
020185051,301796323
020194853,32213991
020169340,00674795
020268000,462420481
020211434,00057854
020102336,259214328
020148164,277056505
020127614,19390975
020073327,00020888
020092689,00019457
020134083,70700035
020157826,30490579
020270560,00089575
020251900,13978635
020288104,611942914
020024523,00003088
020014320,00052244
020230351,34901013
020277770,13782038
020111165,42716184
020302610,11668507
020109221,29251418
020059692,09178142
020091440,00068639
020311554,00085024
020255513,00068652
020213616,11357229
020193386,13774003
020243143,50908214
020198670,747797916
020013802,13124106
020259826,08637506
020195935,262720580
020024457,34180167
020275978,75713608
020238836,16583753
020210771,32173239
020162198,00674892
020244694,00560205
020154592,50990168
020267158,60607578
020190576,00052315
020172536,234301043
020256763,757943391
020256813,757943392
020256863,757943393
020256911,757943394
020182059,310971494
020287593,48876647
020103913,00363624
020194770,13823164
020210930,00216172
020313720,00248944
020262129,31132786
020015961,00003188
020105953,272305269
020267623,244567160
020192798,55682656
020006544,17550461
020233119,00052352
020288831,01161067
020143262,00101508
020290974,31624326
020175124,30575753
020241399,00183434
020054950,08588427
020322323,15600780
020240926,00541208
020168706,02362563
020162329,00117908
020035919,34409622
020323924,00101528
020320446,613993625
020146903,48132037
020153555,50804591
020203802,74353823
020085736,04241264
020029845,07900328
020159949,276917447
020317718,01494188
020131444,128237352
020047973,01281203
020157969,19921961
020021560,00003256
020160525,39275705
020275896,25218240
020048993,13126851
020019713,45305030
020221759,657099975
020016132,00003272
020015969,00003273
020025421,00003274
020305150,00068811
020079757,00022717
020000577,00003277
020252924,00052430
020121820,00036050
020072305,00019667
020322898,08522958
020087699,39275734
020150469,00052439
020053065,154691802
020137111,09276637
020143311,00101598
020150493,00052448
020269194,27266277
020130183,651300070
020176643,02559208
020196025,30559466
020031017,00101614
020232308,26250479
020121335,00036080
020139586,297222696
020020498,28003570
020121845,00036051
020172633,00063358
020173640,30569800
020019395,00994130
020191794,72355069
020183035,300429137
020010903,00544000
020014466,00052481
020150639,00052482
020045504,13007299
020226273,85370684
020177651,00511246
020202736,00052495
020176064,32394513
020230360,11548547
020233535,00052500
020292510,01314070
020162383,00118039
020274333,01194893
020150700,00052508
020030281,28052766
020324574,00101663
020212132,00068901
020161681,00478502
020265084,42061098
020227859,02592049
020135367,05852467
020000644,00003380
020232444,00426548
020285790,07277883
020087418,22007100
020300213,20860883
020306665,04476223
020079447,300272960
020118472,00036161
020231538,00076492
020073069,00019784
020124365,32066889
020235032,00178061
020064982,258767968
020223897,33819985
020016024,00003410
020202937,00052564
020073095,00019798
020150779,00557625
020071612,00019800
020128802,09259989
020115930,11144540
020192639,13585757
020324794,00101727
020139044,00046992
020056579,00167266
020175514,18353507
020298668,00085349
020223336,00333713
020128148,00298345
020200948,00068971
020015637,00003438
020032118,27757935
020295995,00232816
020183295,53988724
020305234,32591222
020060708,00011497
020024361,00003450
020024402,00003451
020024430,00003452
020121901,39931261
020255942,181587326
020094642,31165823
020278941,44535169
020071692,00019842
020024501,00003460
020089779,30625157
020201007,00068999
020080067,300289420
020267976,50253198
020279006,08228246
020016337,00003479
020201098,00069017
020255817,43060642
020218049,00167332
020286376,50253222
020077417,15633649
020173492,00069032
020084169,165088682
020003334,52923819
020252188,01363186
020310285,57298351
020193698,54021553
020202492,00052658
020016126,00003508
020201260,30929868
020246341,00085434
020314267,00249276
020241745,00183743
020015726,00003520
020007995,00003521
020196769,33066434
020198771,00749843
020136423,263146950
020094478,01232330
020255651,00675279
020042870,48106960
020158141,00052689
020226357,32198098
020299144,00085460
020156389,00036313
020054810,20516315
020303759,01363421
020315299,00099643
020055134,08588771
020033106,00006665
020159604,00036325
020056716,00167399
020081733,10931689
020218244,00167409
020062092,10751475
020210272,33148404
020070141,30379522
020007951,07998979
020158379,00052740
020256960,00069125
020025318,00003590
020169840,26994132
020019210,02428429
020185439,301799341
020138312,29429266
020287392,00077059
020255939,757829140
020255989,757829141
020091721,41176606
020314480,00249377
020183347,53988899
020014480,28298789
020069796,00052774
020182329,00063409
020138207,48935122
020069841,00052777
020288370,50908714
020234587,00052779
020117756,671731247
020210474,31624758
020158294,04607549
020311459,49860161
020280719,36179522
020153593,09284875
020115007,01560133
020201501,00069191
020232546,07999050
020204867,00216652
020270046,00216653
020274019,13864529
020314509,00249426
020299551,00085588
020114811,77011537
020254738,00052823
020252153,50269785
020263827,00069210
020202939,00052828
020299495,20319837
020254786,00052830
